央视频道,#genre#
Башкортостан_24,https://vgtrkregion-reg.cdnvideo.ru/vgtrk/ufa/bashkortostan24-hd/index.m3u8
Восток_24_(Владивосток),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/vladivostok/vostok24-hd/index.m3u8
Запад_24_(Калининград),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kaliningrad/zapad24-hd/index.m3u8
Ингушетия_ТВ,https://ingushetia.mediacdn.ru/cdn/ingushetia/playlist.m3u8
Кавказ_24_(Ставрополь),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/stavropol/kavkaz24-hd/index.m3u8
НВК_Саха_(1080p)_[Not_24/7],https://live-saha.cdnvideo.ru/saha/saha/playlist.m3u8
Новое_телевидение_(576p)_[Not_24/7],http://serv25.vintera.tv:8081/novoetv/nov_tv/playlist.m3u8
НТМ_(Народное_телевидение_Мордовии)_(720p)_[Not_24/7],https://live-ntm13.cdnvideo.ru/ntm13/smil:ntm13.smil/playlist.m3u8
НТС_(Севастополь)_(1080p)_[Not_24/7],https://peqk71plnjy.a.trbcdn.net/livemaster/w4kz7pki62_nts_tv/playlist.m3u8
Первый_городской_(Одесса)_(1080p)_[Not_24/7],http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
Первый_Ярославский,https://yaroslavl.mediacdn.ru/cdn/pervyaroslavsk/playlist.m3u8
Россия_1,https://vgtrkregion-reg.cdnvideo.ru/vgtrk/0/russia1-hd/index.m3u8
Россия_1_HD_(Архангельск),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/arhangelsk/russia1-hd/index.m3u8
Россия-РТР,https://player.smotrim.ru/iframe/stream/live_id/683d9649-a96c-4a4d-b468-91c0ee2bf363
Самара_24,https://vgtrkregion-reg.cdnvideo.ru/vgtrk/samara/samara24-hd/index.m3u8
Сибирь_24_(Красноярск),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/krasnoyarsk/sibir24-hd/index.m3u8
Телеканал_86_(Сургут)_(1080p)_[Not_24/7],https://sitv.ru/hls/s86.m3u8
Урал_24_(Челябинск),https://vgtrkregion-reg.cdnvideo.ru/vgtrk/chelyabinsk/ural24-hd/index.m3u8


News,#genre#
4TV_News_(576p),https://cdn-4.pishow.tv/live/1007/master.m3u8
6_TV_Telugu_(576p),https://cdn-1.pishow.tv/live/232/master.m3u8
10_TV_(576p),https://cdn-1.pishow.tv/live/391/master.m3u8
13_Siam_Thai_(1080p),https://live.x2.co.th/live/13livetv-th.m3u8
99TV_(720p),https://cdn-1.pishow.tv/live/1211/master.m3u8
360_TV_(720p)_[Not_24/7],https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
Aaj_Tak_(720p),https://feeds.intoday.in/aajtak/api/master.m3u8
Aaj_Tak_HD_(1080p),https://feeds.intoday.in/aajtak/api/aajtakhd/master.m3u8
Abante_TV_(1080p),https://amg19223-amg19223c12-amgplt0352.playout.now3.amagi.tv/playlist/amg19223-amg19223c12-amgplt0352/playlist.m3u8
ABC_27_Tallahassee_FL_(WTXL)_(720p),https://aegis-cloudfront-1.tubi.video/e739361e-fa12-4cac-92f3-e0dbf332cd88/playlist.m3u8
ABC_News,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index.m3u8
ABC_News_Live_1_(720p),https://abcnews-streams.akamaized.net/hls/live/2023560/abcnewshudson1/master_4000.m3u8
ABC_News_Live_4_(720p),https://abcnews-streams.akamaized.net/hls/live/2023563/abcnewshudson4/master_4000.m3u8
ABC_News_Live_7_(720p),https://abcnews-streams.akamaized.net/hls/live/2023566/abcnewshudson7/master_4000.m3u8
ABC_News_Live_10_(720p),https://abcnews-streams.akamaized.net/hls/live/2023569/abcnewshudson10/master_4000.m3u8
ABP_Ananda_(1080p),https://d2l4ar6y3mrs4k.cloudfront.net/live-streaming/ananda-livetv/master.m3u8
ABP_Asmita_(1080p),https://d2l4ar6y3mrs4k.cloudfront.net/live-streaming/asmita-livetv/master.m3u8
ABP_Ganga_(1080p),https://d2l4ar6y3mrs4k.cloudfront.net/live-streaming/ganga-livetv/master.m3u8
ABP_News_(1080p),https://d2l4ar6y3mrs4k.cloudfront.net/live-streaming/abpnews-livetv/master.m3u8
Africanews_French,https://cdn-euronews.akamaized.net/live/eds/africanews-fr/25050/index.m3u8
Al_Araby_TV_(1080p),https://live.kwikmotion.com/alaraby1live/alaraby_abr/playlist.m3u8
Al_Araby_TV_2_(1080p),https://live.kwikmotion.com/alaraby2live/alaraby2.smil/playlist.m3u8
Al_Jazeera_(1080p),https://live-hls-apps-aja-fa.getaj.net/AJA/index.m3u8
Al_Jazeera_Mubasher_(1080p),https://live-hls-apps-ajm-fa.getaj.net/AJM/index.m3u8
Al_Manar_(576p)_[Not_24/7],https://edge.fastpublish.me/live/index.m3u8
Al_Mayadeen_(576p),https://mdnlv.cdn.octivid.com/almdn/smil:mpegts.stream.smil/playlist.m3u8
Al_Yaum_TV_(1080p),https://hlspackager.akamaized.net/live/DB/ALYAUM_TV/HLS/ALYAUM_TV.m3u8
Altaghier_TV_(1080p),https://jmc-live.ercdn.net/altaghier/altaghier.m3u8
Anshun_Comprehensive_News_Channel,https://hplayer1.juyun.tv/camera/154379194.m3u8
Arirang_TV_UN_(1080p),https://amdlive-ch02-ctnd-com.akamaized.net/arirang_2ch/smil:arirang_2ch.smil/playlist.m3u8
Asianet_Suvarna_News_(1080p)_[Not_24/7],https://asianetnews.vgcdn.net/vglive-sk-335835/playlist.m3u8
ASTV_News_1_(720p)_[Not_24/7],http://news1.live14.com/stream/news1.m3u8
BEK_TV_News_(720p),https://cdn3.wowza.com/5/ZWQ1K2NYTmpFbGsr/BEK-WOWZA-1/smil:BEKPRIMEeast.smil/playlist.m3u8
BeritaSatu_English,https://beritasatu.secureswiftcontent.com/han/beritasatu/bsatu10008/srtoutput/manifest.m3u8
BRK_News_(576p),https://cdn-1.pishow.tv/live/1037/master.m3u8
BTV_(720p),https://btv.secureswiftcontent.com/han/btv/btv10005/srtoutput/manifest.m3u8
Canal_26_(1080p),https://stream-gtlc.telecentro.net.ar/hls/canal26hls/main.m3u8
CBS_News_Boston_(720p),https://cbsn-bos.cbsnstream.cbsnews.com/out/v1/589d66ec6eb8434c96c28de0370d1326/master.m3u8
CBS_News_Chicago_(720p),https://cbsn-chi.cbsnstream.cbsnews.com/out/v1/b2fc0d5715d54908adf07f97d2616646/master.m3u8
CBS_News_Colorado_(720p),https://cbsn-den.cbsnstream.cbsnews.com/out/v1/2e49baf2906244ecb01b07d9885fbe7a/master.m3u8
CBS_News_Los_Angeles_(720p),https://cbsn-la.cbsnstream.cbsnews.com/out/v1/57b6c4534a164accb6b1872b501e0028/master.m3u8
CBS_News_Minnesota_(720p),https://cbsn-min.cbsnstream.cbsnews.com/out/v1/76518f06941246ba810c8d175600bf74/master.m3u8
CBS_News_New_York_(720p),https://cbsn-ny.cbsnstream.cbsnews.com/out/v1/ec3897d58a9b45129a77d67aa247d136/master.m3u8
CBS_News_Pittsburgh_(720p),https://cbsn-pit.cbsnstream.cbsnews.com/out/v1/6966dabf8150405ab26f854e3cd6a2b8/master.m3u8
CGTN_(1080p),https://amg00405-rakutentv-cgtn-rakuten-i9tar.amagi.tv/master.m3u8
CGTN_Arabic_(1080p)_[Not_24/7],https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN_Español_(1080p),https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN_Français_(1080p)_[Not_24/7],https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN_Русский_(1080p),https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
Chifeng_Comprehensive_News_Chanel,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
CityNews_Calgary_(720p),https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/master.m3u8
CityNews_Edmonton,https://citynewsregional.akamaized.net/hls/live/1024053/Regional_Live_8/Video-2Mbps.m3u8
CityNews_Toronto_(720p),https://citynewsregional.akamaized.net/hls/live/1024052/Regional_Live_7/master.m3u8
CityNews_Vancouver_(720p),https://citynewsregional.akamaized.net/hls/live/1024054/Regional_Live_9/master.m3u8
CNews_(1080p)_[Geo-Blocked],https://viamotionhsi.netplus.ch/live/eds/itele/browser-HLS8/itele.m3u8
CVR_English_(720p),https://cdn-2.pishow.tv/live/425/master.m3u8
DD_News_(576p),https://mumt04.tangotv.in/DDNEWS/index.m3u8
DD_News_HD_(1080p),https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/0811cd8c37ca4c409d5385a6cd2fa18b/index.m3u8
Digi_24_(720p),https://edge-ar.rcs-rds.ro/digi24ar/index.m3u8
Dotto_TV_(1080p),https://live.dottotv.ro/index.m3u8
DVB_TV_(720p),https://live-stream.dvb.no/hls/stream_src/index.m3u8
DW_Arabic_(1080p),https://dwamdstream103.akamaized.net/hls/live/2015526/dwstream103/master.m3u8
DW_Espanol_(1080p),https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/master.m3u8
DW_Russian_(1080p),https://dwamdstream110.akamaized.net/hls/live/2017971/dwstream110/master.m3u8
EAC_News_TV_(720p),https://live-evg17.tv360.metfone.com.kh/LiveApp/streams/eacnews.m3u8
Estrella_News_(1080p),https://estrella-news-oando.amagi.tv/playlist.m3u8
ETV_Andhra_Pradesh_(1080p),https://d14vo2b97spizt.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_AP_H264-3_cloud_in/index.m3u8
ETV_News_(1080p),https://cc-3448kp65yhc5w.akamaized.net/WWBI/Amagi/ETV_News_IN/playlist.m3u8
ETV_Telangana_(1080p),https://dssp63pjfajz9.cloudfront.net/v1/master/9d43eacaed199f8d5883927e7aef514a8a08e108/ETV_TS_H264-3_cloud_in/index.m3u8
Expressen_TV_(1080p),https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx2/playlist.m3u8
Finans_Turk_TV_(720p),https://yayin30.haber100.com/live/finansturk/playlist.m3u8
Fox_News_Radio_(720p),https://radiovid.foxnews.com/hls/live/661547/RADIOVID/index.m3u8
France_24_Arabic_(1080p),https://live.france24.com/hls/live/2037222-b/F24_AR_HI_HLS/master_5000.m3u8
France_24_English_(1080p),https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8
France_24_Español_(1080p),https://live.france24.com/hls/live/2037220-b/F24_ES_HI_HLS/master_5000.m3u8
France_24_French_(1080p),https://live.france24.com/hls/live/2037179-b/F24_FR_HI_HLS/master_5000.m3u8
Free_Speech_TV_(720p),https://edge.fstv-live-linear-channel.top.comcast.net/Content/HLS_HLSv3/Live/channel(b168a609-19c1-2203-ae1d-6b9726f05e67)/index.m3u8
Good_News_Today_(720p),https://aajtaklive.vgcdn.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/3196cced-ce29-4219-9809-f07ccdaa02b9/vglive-sk-848805/master.m3u8
Gugbang_TV_(1080p)_[Not_24/7],http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
Haber_Global_(720p)_[Not_24/7],https://tv.ensonhaber.com/haberglobal/haberglobal.m3u8
Halab_Today_TV_(1080p),https://mn-nl.mncdn.com/halabtoday/livestream/index.m3u8
Halk_TV_(1080p),https://halktv-live.daioncdn.net/halktv/halktv.m3u8
Harbin_Comprehensive_News_Channel,https://stream.hrbtv.net/xwzh/playlist.m3u8?_upt=ef41dd531755913594
Hindi_Khabar_(576p),https://cdn-2.pishow.tv/live/1041/master.m3u8
HMTV_(720p),https://cdn-1.pishow.tv/live/280/master.m3u8
Hornbill_TV_(576p),https://cdn-2.pishow.tv/live/1463/master.m3u8
i24NEWS_English_USA,https://fastly.live.brightcove.com/6386790908112/eu-central-1/5377161796001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoiZXJmajYzLmVncmVzcy53YzQ3bTEiLCJhY2NvdW50X2lkIjoiNTM3NzE2MTc5NjAwMSIsImVobiI6ImZhc3RseS5saXZlLmJyaWdodGNvdmUuY29tIiwiaXNzIjoiYmxpdmUtcGxheWJhY2stc291cmNlLWFwaSIsInN1YiI6InBhdGhtYXB0b2tlbiIsImF1ZCI6WyI1Mzc3MTYxNzk2MDAxIl0sImp0aSI6IjYzODY3OTA5MDgxMTIifQ._w5c3EwfnEecDCEpDaKuVz07uuEyUb3vXvQN3svv-oU/chunklist.m3u8
IBC_24_(720p),https://cdn-3.pishow.tv/live/220/master.m3u8
ICI_RDI_(720p),https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8
India_Today_(720p)_[Not_24/7],https://indiatodaylive.akamaized.net/hls/live/2014320/indiatoday/indiatodaylive/playlist.m3u8
India_TV_(720p),https://pl-indiatvnews.akamaized.net/out/v1/db79179b608641ceaa5a4d0dd0dca8da/index.m3u8
India_TV_Speed_News_(1080p),https://cc-lyf4c0hwzg5dd.akamaized.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lyf4c0hwzg5dd/v1/vglive-sk-479089/main.m3u8
InfoWars_Network_(1080p),https://freespeech.akamaized.net/hls/live/2016712/live1/playlist.m3u8
Jai_Maharashtra_(576p),https://cdn-3.pishow.tv/live/1465/master.m3u8
Jakarta_Globe_News_Channel_(1080p),https://jktglobe.secureswiftcontent.com/han/jktglobe/jktglobe/srtoutput/manifest.m3u8
Kairali_News_(720p),https://cdn-3.pishow.tv/live/1469/master.m3u8
Khabar_Fast_(576p),https://mumt04.tangotv.in/KHABARFAST/index.m3u8
Kurdistan_24_(720p),https://d1x82nydcxndze.cloudfront.net/live/index.m3u8
Kurdsat_News_(1080p),https://hlspackager.akamaized.net/live/DB/KURDSAT_NEWS/HLS/KURDSAT_NEWS.m3u8
Living_India_News_(1080p),https://stream.ottlive.co.in/livingindia/index.m3u8
M-Net_Info,https://live.mnet.mk/hls/mnet-info.m3u8
Madhimugam_TV_(576p),https://cdn-3.pishow.tv/live/1476/master.m3u8
Manorama_News_(1080p),https://mmtvnews1.akamaized.net/v1/master/673630b269b766886555eebfddd4f27f3de3ab50/mmtvNewsCampaign1/index.m3u8
Media_One_(720p),https://cdn-3.pishow.tv/live/1481/master.m3u8
Mekameleen_TV_(1080p),https://mn-nl.mncdn.com/mekameleen/smil:mekameleentv.smil/playlist.m3u8
MTV_Uutiset_(720p),https://live.streaming.a2d.tv/asset/20025962.isml/.m3u8
Nablus_TV_(1080p),https://htvint.mada.ps/nabluslive/index.m3u8
Nagaland_TV_(576p),https://cdn-6.pishow.tv/live/10014/master.m3u8
NBC_News_NOW_(1080p),https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99984003
NCTV_(1080p),https://pantera1-100gb-cl-movistar.dps.live/nctv/nctv.smil/playlist.m3u8
NDTV_24X7_(480p)_[Not_24/7],https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/master.m3u8
NDTV_India_(480p)_[Not_24/7],https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/master.m3u8
NDTV_Madhya_Pradesh_Chhattisgarh_(1080p),https://ndtvregional.akamaized.net/hls/live/2102726-b/ndtvmpcg/master_1.m3u8
NDTV_Rajasthan_(1080p),https://ndtvregional.akamaized.net/hls/live/2102726-b/ndtvraj/master_1.m3u8
News_1st_(576p),https://cdn-3.pishow.tv/live/268/master.m3u8
News9Live_(720p),https://vg-tv9yupp.akamaized.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/vglive-sk-237347/main.m3u8
News_12_New_York_(1080p),https://aegis-cloudfront-1.tubi.video/97fbb992-c212-4164-8406-abb6f731e517/playlist.m3u8
News18_Assam_North-East_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Assam_North_East_NW18_MOB/output01/master.m3u8
News18_Bangla_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Bangla_NW18_MOB/output01/master.m3u8
News18_Bihar_Jharkhand_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Bihar_Jharkhand_NW18_MOB/output01/master.m3u8
News18_Gujarati_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Gujarati_NW18_MOB/output01/master.m3u8
News18_India_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_India_NW18_MOB/output01/master.m3u8
News18_JKLH_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_JKLH_NW18_MOB/output01/master.m3u8
News18_Kerala_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Kerala_NW18_MOB/output01/master.m3u8
News18_Lokmat_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Lokmat_NW18_MOB/output01/master.m3u8
News18_Madhya_Pradesh/Chhattisgarh_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_MP_Chhattisgarh_NW18_MOB/output01/master.m3u8
News18_Odia_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Odia_NW18_MOB/output01/master.m3u8
News18_Punjab/Haryana/Himachal_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Punjab_Haryana_HP_NW18_MOB/output01/master.m3u8
News18_Rajasthan_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Rajasthan_NW18_MOB/output01/master.m3u8
News18_Tamil_Nadu_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Tamil_Nadu_NW18_MOB/output01/master.m3u8
News18_Urdu_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_Urdu_NW18_MOB/output01/master.m3u8
News18_Uttar_Pradesh_Uttarakhand_(1080p),https://n18syndication.akamaized.net/bpk-tv/News18_UP_Uttarakhand_NW18_MOB/output01/master.m3u8
News_Daily_24_(576p),https://cdn-6.pishow.tv/live/10009/master.m3u8
News_J_(720p)_[Not_24/7],https://cdn-3.pishow.tv/live/1279/master.m3u8
News_Live_(576p),https://cdn-6.pishow.tv/live/10011/master.m3u8
News_Malayalam_24x7_(1080p),https://d18a8tqmogafg2.cloudfront.net/newsmalayalam/index.m3u8
News_Nation_(1080p),https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/6cd2f649739a45ca9de1daf81cc7d0f2/index.m3u8
News_Tamil_24x7_(1080p),https://d18a8tqmogafg2.cloudfront.net/newstamil/index.m3u8
NewsWorld,https://amg01076-lightning-amg01076c5-rakuten-us-1788.playouts.now.amagi.tv/playlist/amg01076-lightning-newsworld-rakutenus/playlist.m3u8
Newsy_(1080p),https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
Noticias_16_(720p)_[Not_24/7],https://mlb.essastream.com:8081/noticias16/playlist.m3u8
NW_Info_FR_(576p),https://hls.newworldtv.com/nw-info/video/live.m3u8
O'zbekiston_24_(1080p),https://stream8.cinerama.uz/1011/tracks-v1a1/playlist.m3u8
OAN_(1080p),https://oneamericanews-roku-us.amagi.tv/playlist.m3u8
OAN_Encore_(720p),https://a-cdn.herringnetwork.com/affiliate/oane/playlist.m3u8
OANPlus_(1080p),https://oan-plus-tcl.amagi.tv/playlist.m3u8
Observator_News_(720p),https://live1ag.antenaplay.ro/live_ObservatorNews/live_ObservatorNews.m3u8
Oman_Mubashir_(1080p),https://partwota.cdn.mgmlcdn.com/omlive/smil:omlive.stream.smil/chunklist.m3u8
Pro_TV_News_(1080p),https://cmero-ott-live.ssl.cdn.cra.cz/channels/cme-ro-voyo-news/playlist.m3u8?offsetSeconds=0&url=0
PSN_Canal_45.2_(288p),https://srspsn2.live/live/livestream.m3u8
PTC_News_(576p),https://cdn-4.pishow.tv/live/1502/master.m3u8
Public_TV_(720p),https://cdn-3.pishow.tv/live/439/master.m3u8
QTV-1,http://video10.qtv.com.cn/drm/qtv1at/manifest.m3u8
RDN_(1080p)_[Not_24/7],https://mlb.essastream.com:8081/rdntv/tracks-v1a1/mono.m3u8
Record_News_(720p),https://rnw-rn.otteravision.com/rnw/rn/rnw_rn.m3u8
Red_TV_Lebanon_(1080p),https://live.kwikmotion.com/redtvlive/redtv.smil/playlist.m3u8
Republic_Bangla_(1080p),https://vg-republictvlive.akamaized.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/vglive-sk-456368/main.m3u8
Republic_Bharat_(1080p),https://vg-republictvlive.akamaized.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/vglive-sk-275673/main.m3u8
Republic_Kannada_(1080p),https://vg-republictvlive.akamaized.net/ptnr-republicweb/title-Republic_TV_Kannada/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/1acd1ce1-c6a7-4ae4-afa1-133ffb111ebb/main.m3u8
Republic_TV_(1080p),https://samsung-republictv.amagi.tv/ts-ap-s1-n1/playlist/samsungin-republictv-samsungindia/playlist.m3u8
RT_DE_(1080p)_[Not_24/7],https://rt-ger.rttv.com/dvr/rtdeutsch/playlist.m3u8
RT_France_(1080p),https://rt-fra.rttv.com/dvr/rtfrance/playlist.m3u8
RT_India_(1080p),https://rt-india.rttv.com/dvr/rtindia/playlist.m3u8
Salaam_TV_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeesalaam/v1/manifest/611d79b11b77e2f571934fd80ca1413453772ac7/426c6db7-595e-4aa8-859c-7e86ed2811d0/af896be5-4743-41fc-8b6a-eb05e44f3a6e/3.m3u8
Sky_News_Extra_1_(540p),https://skynewsau-live.akamaized.net/hls/live/2002689/skynewsau-extra1/master.m3u8
Sky_News_Extra_2_(540p)_[Not_24/7],https://skynewsau-live.akamaized.net/hls/live/2002690/skynewsau-extra2/master.m3u8
Sky_News_Extra_3_(1080p),https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
Star_Bharat_HD_(1080p),http://103.121.6.5:8000/play/a05z/index.m3u8
Super_Express_TV_(1080i),https://s-pl-01.mediatool.tv/playout/sepl-abr/index.m3u8
Swadesh_News_(720p),https://cdn-2.pishow.tv/live/465/master.m3u8
Swaraj_Express_SMBC_(720p)_[Not_24/7],https://cdn-2.pishow.tv/live/477/master.m3u8
Syria_TV_(1080p),https://live.kwikmotion.com/syriatvlive/syriatv.smil/playlist_dvr.m3u8
T_News_(720p),https://cdn-1.pishow.tv/live/385/master.m3u8
Thanthi_TV_(576p),https://cdn-3.pishow.tv/live/1612/master.m3u8
The_First_TV_(1080p),https://thefirst-oando.amagi.tv/playlist.m3u8
TODAY_All_Day_(1080p),https://d37kx062o4ii0p.cloudfront.net/master.m3u8
Tonghua_TV,http://lsfb.avap.jilintv.cn/zqvk7vpj/channel/43ea5771aa44421591f9dfd2b71f1b9b/index.m3u8
Top_News_(720p),https://live.topnews.co.th/hls/topnews_a_720.m3u8
TRT_Haber_(720p),https://tv-trthaber.medya.trt.com.tr/master.m3u8
TRT_World_(1080p)_[Not_24/7],https://tv-trtworld.medya.trt.com.tr/master.m3u8
TV5_Kannada_(576p),https://cdn-3.pishow.tv/live/1526/master.m3u8
TV5Monde_Info_(1080p),https://ott.tv5monde.com/Content/HLS/Live/channel(info)/variant.m3u8
TV9_Bangla_(720p),https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9banaen8yq/liveabr/playlist.m3u8
TV9_Bharatvarsh_(720p),https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9hinjzgtpe/liveabr/playlist.m3u8
TV9_Gujarati_(720p),https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9guj3ki8lu/liveabr/playlist.m3u8
TV9_Marathi_(720p),https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9marlygv8h/liveabr/playlist.m3u8
TV9_Telugu_(720p),https://dyjmyiv3bp2ez.cloudfront.net/pub-iotv9telcmjhcs/liveabr/playlist.m3u8
TV_Sim_Cachoeiro_(720p),https://5cf4a2c2512a2.streamlock.net/8104/8104/playlist.m3u8
TV_Sim_São_Mateus_(720p),https://5cf4a2c2512a2.streamlock.net/8236/8236/playlist.m3u8
TVR_Info,https://tvr-info.lg.mncdn.com/tvrinfo/smil:tvrinfo.smil/chunklist_b5160000.m3u8
Twenty_Four_News_(396p),https://segment.yuppcdn.net/110322/channel24/playlist.m3u8
Velicham_TV_(576p),https://cdn-3.pishow.tv/live/461/master.m3u8
VOA_Persian,https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist.m3u8
VOA_TV_Africa_(1080p),https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/playlist.m3u8
Voice_of_Lebanon_(1080p),https://svs.itworkscdn.net/vdltvlive/vdltv.smil/playlist.m3u8
Zee_24_Kalak_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zee24kalak/v1/manifest/611d79b11b77e2f571934fd80ca1413453772ac7/497f7199-758d-495d-9d2f-a5489231c428/14b7c8ec-16da-47f2-8d7e-5bbaec67b3e2/3.m3u8
Zee_Bharat_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeehindustan/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/96bbab12-582e-4540-af70-510ab6824581/main.m3u8
Zee_Bihar_Jharkhand_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeebiharjharkhand/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/28077955-07d7-4ae2-8b11-9f318cd69420/main.m3u8
Zee_Delhi_NCR_Haryana_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeedelhincr/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/cc483a15-1b39-4642-872d-5d08d362ed01/main.m3u8
Zee_Kannada_News_(720p),https://d3vzwoqcbpfm8p.cloudfront.net/index_4.m3u8
Zee_Madhya_Pradesh_Chhattisgarh_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeemadhyachhattisgarh/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/2ab17056-6187-4f0e-a34d-f436ac479d6c/main.m3u8
Zee_Malayalam_News_(720p),https://d1ty2af03alkwd.cloudfront.net/index_4.m3u8
Zee_News_(1080p),https://dknttpxmr0dwf.cloudfront.net/index_57.m3u8
Zee_Punjab_Haryana_Himachal_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeepunjabharyanahima/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/65eed269-2f3a-4dd0-ac89-d18959af28e3/main.m3u8
Zee_Rajasthan_(720p),https://vg-zeefta.akamaized.net/ptnr-yupptv/title-zeerajashthannews/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/8e864b9a-1681-41a0-99a6-387490bc5b24/main.m3u8
Астрахань_24_(720p),https://streaming.astrakhan.ru/astrakhan24/playlist.m3u8
Вести_ФМ,https://player.smotrim.ru/iframe/stream/live_id/0487fd79-60e6-4333-a545-909d6e015173
Настоящее_Время,https://rfe-ingest.akamaized.net/hls/live/2033043/tvmc05/master.m3u8

Culture,#genre#
DD_Bharati_(720p),https://cdn-1.pishow.tv/live/10/master.m3u8
DD_Punjabi,https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/da821c24a59d4e57960497aeaca8fb33/index.m3u8
Flowers_TV_USA,https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/flowers_nim_https/050522/flowers/playlist.m3u8
